1379.700761,1529.777284,525.0
261.641494,1435.403422,490.0
1193.35755,727.599457,665.0
1193.35755,680.412526,665.0
1193.35755,633.225594,665.0
1193.35755,586.038663,665.0
1131.243146,633.225594,665.0
696.44232,774.786388,665.0
696.44232,727.599457,665.0
696.44232,680.412526,665.0
634.327916,821.973319,665.0
634.327916,774.786388,665.0
634.327916,727.599457,665.0
634.327916,680.412526,665.0
634.327916,633.225594,665.0
572.213513,821.973319,665.0
572.213513,774.786388,665.0
572.213513,727.599457,665.0
572.213513,680.412526,665.0
572.213513,633.225594,665.0
510.099109,821.973319,665.0
510.099109,774.786388,665.0
510.099109,727.599457,665.0
510.099109,680.412526,665.0
510.099109,633.225594,665.0
1255.471954,774.786388,630.0
1255.471954,727.599457,630.0
1255.471954,680.412526,630.0
1255.471954,633.225594,630.0
1255.471954,586.038663,630.0
1193.35755,869.16025,630.0
1193.35755,821.973319,630.0
1193.35755,774.786388,630.0
1193.35755,727.599457,630.0
1193.35755,680.412526,630.0
1193.35755,633.225594,630.0
1193.35755,586.038663,630.0
1193.35755,538.851732,630.0
1131.243146,869.16025,630.0
1131.243146,821.973319,630.0
1131.243146,774.786388,630.0
1131.243146,727.599457,630.0
1131.243146,680.412526,630.0
1131.243146,633.225594,630.0
1131.243146,586.038663,630.0
1131.243146,538.851732,630.0
1069.128742,774.786388,630.0
1069.128742,727.599457,630.0
1069.128742,680.412526,630.0
758.556724,821.973319,630.0
758.556724,774.786388,630.0
758.556724,727.599457,630.0
758.556724,680.412526,630.0
696.44232,869.16025,630.0
696.44232,821.973319,630.0
696.44232,774.786388,630.0
696.44232,727.599457,630.0
696.44232,680.412526,630.0
696.44232,633.225594,630.0
696.44232,586.038663,630.0
634.327916,916.347181,630.0
634.327916,869.16025,630.0
634.327916,821.973319,630.0
634.327916,774.786388,630.0
634.327916,727.599457,630.0
634.327916,680.412526,630.0
634.327916,633.225594,630.0
634.327916,586.038663,630.0
634.327916,538.851732,630.0
572.213513,916.347181,630.0
572.213513,869.16025,630.0
572.213513,821.973319,630.0
572.213513,774.786388,630.0
572.213513,727.599457,630.0
572.213513,680.412526,630.0
572.213513,633.225594,630.0
572.213513,586.038663,630.0
572.213513,538.851732,630.0
572.213513,491.664801,630.0
510.099109,869.16025,630.0
510.099109,821.973319,630.0
510.099109,774.786388,630.0
510.099109,727.599457,630.0
510.099109,680.412526,630.0
510.099109,633.225594,630.0
510.099109,586.038663,630.0
510.099109,538.851732,630.0
510.099109,491.664801,630.0
447.984705,821.973319,630.0
447.984705,774.786388,630.0
447.984705,727.599457,630.0
447.984705,680.412526,630.0
447.984705,633.225594,630.0
447.984705,586.038663,630.0
447.984705,538.851732,630.0
1566.043972,1246.655698,595.0
1503.929568,1341.02956,595.0
1503.929568,1293.842629,595.0
1503.929568,1246.655698,595.0
1503.929568,1199.468767,595.0
1441.815165,1341.02956,595.0
1441.815165,1293.842629,595.0
1441.815165,1246.655698,595.0
1317.586357,774.786388,595.0
1317.586357,727.599457,595.0
1317.586357,680.412526,595.0
1317.586357,633.225594,595.0
1255.471954,869.16025,595.0
1255.471954,821.973319,595.0
1255.471954,774.786388,595.0
1255.471954,727.599457,595.0
1255.471954,680.412526,595.0
1255.471954,633.225594,595.0
1255.471954,586.038663,595.0
1255.471954,538.851732,595.0
1193.35755,963.534112,595.0
1193.35755,916.347181,595.0
1193.35755,869.16025,595.0
1193.35755,821.973319,595.0
1193.35755,774.786388,595.0
1193.35755,727.599457,595.0
1193.35755,680.412526,595.0
1193.35755,633.225594,595.0
1193.35755,586.038663,595.0
1193.35755,538.851732,595.0
1193.35755,491.664801,595.0
1131.243146,963.534112,595.0
1131.243146,916.347181,595.0
1131.243146,869.16025,595.0
1131.243146,821.973319,595.0
1131.243146,774.786388,595.0
1131.243146,727.599457,595.0
1131.243146,680.412526,595.0
1131.243146,633.225594,595.0
1131.243146,586.038663,595.0
1131.243146,538.851732,595.0
1069.128742,916.347181,595.0
1069.128742,869.16025,595.0
1069.128742,821.973319,595.0
1069.128742,774.786388,595.0
1069.128742,727.599457,595.0
1069.128742,680.412526,595.0
1069.128742,633.225594,595.0
1069.128742,586.038663,595.0
820.671127,727.599457,595.0
758.556724,869.16025,595.0
758.556724,821.973319,595.0
758.556724,774.786388,595.0
758.556724,727.599457,595.0
758.556724,680.412526,595.0
758.556724,633.225594,595.0
696.44232,916.347181,595.0
696.44232,869.16025,595.0
696.44232,821.973319,595.0
696.44232,774.786388,595.0
696.44232,727.599457,595.0
696.44232,680.412526,595.0
696.44232,633.225594,595.0
696.44232,586.038663,595.0
634.327916,916.347181,595.0
634.327916,869.16025,595.0
634.327916,821.973319,595.0
634.327916,774.786388,595.0
634.327916,727.599457,595.0
634.327916,680.412526,595.0
634.327916,633.225594,595.0
634.327916,586.038663,595.0
634.327916,538.851732,595.0
634.327916,491.664801,595.0
572.213513,916.347181,595.0
572.213513,869.16025,595.0
572.213513,821.973319,595.0
572.213513,774.786388,595.0
572.213513,727.599457,595.0
572.213513,680.412526,595.0
572.213513,633.225594,595.0
572.213513,586.038663,595.0
572.213513,538.851732,595.0
572.213513,491.664801,595.0
510.099109,916.347181,595.0
510.099109,869.16025,595.0
510.099109,821.973319,595.0
510.099109,774.786388,595.0
510.099109,727.599457,595.0
510.099109,680.412526,595.0
510.099109,633.225594,595.0
510.099109,586.038663,595.0
510.099109,538.851732,595.0
510.099109,491.664801,595.0
510.099109,444.47787,595.0
447.984705,869.16025,595.0
447.984705,821.973319,595.0
447.984705,774.786388,595.0
447.984705,727.599457,595.0
447.984705,680.412526,595.0
447.984705,633.225594,595.0
447.984705,586.038663,595.0
447.984705,538.851732,595.0
447.984705,491.664801,595.0
385.870301,727.599457,595.0
385.870301,680.412526,595.0
385.870301,633.225594,595.0
385.870301,586.038663,595.0
385.870301,538.851732,595.0
323.755898,1341.02956,595.0
323.755898,1293.842629,595.0
261.641494,1341.02956,595.0
1628.158376,1293.842629,560.0
1628.158376,1246.655698,560.0
1628.158376,1199.468767,560.0
1628.158376,1152.281836,560.0
1566.043972,1388.216491,560.0
1566.043972,1341.02956,560.0
1566.043972,1293.842629,560.0
1566.043972,1246.655698,560.0
1566.043972,1199.468767,560.0
1566.043972,1152.281836,560.0
1566.043972,1105.094905,560.0
1503.929568,1435.403422,560.0
1503.929568,1388.216491,560.0
1503.929568,1341.02956,560.0
1503.929568,1293.842629,560.0
1503.929568,1246.655698,560.0
1503.929568,1199.468767,560.0
1503.929568,1152.281836,560.0
1503.929568,1105.094905,560.0
1441.815165,1482.590353,560.0
1441.815165,1435.403422,560.0
1441.815165,1388.216491,560.0
1441.815165,1341.02956,560.0
